,Open,High,Low,Close,Volume,Change,code
2021-07-29,1326521,1338157,1313430,1325067,55311,0.005519072024914365,207940
2021-07-30,1327975,1327975,1293067,1294521,63573,-0.023052419236159374,207940
2021-08-02,1306158,1330885,1301794,1327975,51663,0.02584276346231541,207940
2021-08-03,1327975,1333793,1313430,1322157,41344,-0.0043811065720363715,207940
2021-08-04,1323611,1327975,1297431,1313430,54953,-0.0066005776923618,207940
2021-08-05,1320703,1364339,1319248,1326521,125254,0.009967032883366454,207940
2021-08-06,1348338,1351248,1332339,1336703,61069,0.007675717157888945,207940
2021-08-09,1332339,1336703,1317794,1322157,42974,-0.010881998469368291,207940
2021-08-10,1338157,1431246,1330885,1377429,351619,0.041804415058120936,207940
2021-08-11,1391974,1425428,1371611,1418156,186287,0.02956740420014389,207940
2021-08-12,1405065,1435610,1389066,1413793,102070,-0.003076530367604128,207940
2021-08-13,1422519,1439973,1405065,1429792,98972,0.011316366681685367,207940
2021-08-17,1445791,1483609,1439973,1471974,216619,0.029502193326022247,207940
2021-08-18,1479245,1522881,1431246,1444337,159440,-0.01877546750146402,207940
2021-08-19,1431246,1460336,1413793,1418156,97997,-0.01812665603664519,207940
2021-08-20,1426882,1460336,1419610,1434156,97535,0.011282256676980528,207940
2021-08-23,1447247,1474882,1441428,1467610,88803,0.023326611609894597,207940
2021-08-24,1473428,1474882,1374521,1390520,214675,-0.05252757885269247,207940
2021-08-25,1400701,1412337,1359975,1400701,133592,0.007321721370422576,207940
2021-08-26,1402155,1403611,1375975,1387610,67203,-0.00934603459267895,207940
2021-08-27,1377429,1387610,1371611,1377429,50548,-0.00733707597956198,207940
2021-08-30,1384702,1387610,1354157,1377429,57327,0.0,207940
2021-08-31,1368701,1403611,1365793,1403611,86517,0.01900787626803269,207940
2021-09-01,1405065,1409429,1390520,1399247,45417,-0.0031091235392142124,207940
2021-09-02,1399247,1399247,1378884,1378884,38275,-0.014552827342134735,207940
2021-09-03,1380338,1397792,1378884,1383247,35929,0.0031641530397045732,207940
2021-09-06,1384702,1394884,1377429,1387610,25849,0.0031541727543959973,207940
2021-09-07,1381792,1386156,1375975,1381792,25859,-0.0041928207493459975,207940
2021-09-08,1374521,1381792,1352702,1354157,46319,-0.019999392093744933,207940
2021-09-09,1345430,1352702,1322157,1327975,69512,-0.019334538018856012,207940
2021-09-10,1336703,1359975,1336703,1345430,40127,0.013144072742333252,207940
2021-09-13,1338157,1351248,1320703,1327975,30720,-0.012973547490393407,207940
2021-09-14,1332339,1336703,1323611,1327975,37089,0.0,207940
2021-09-15,1336703,1367247,1330885,1361429,51549,0.025191739302321204,207940
2021-09-16,1361429,1370157,1332339,1332339,37508,-0.02136725455385481,207940
2021-09-17,1333793,1357066,1329429,1357066,47830,0.018559090441696895,207940
2021-09-23,1336703,1365793,1336703,1338157,33597,-0.0139337364579173,207940
2021-09-24,1339612,1346884,1330885,1341066,31484,0.002173885426000088,207940
2021-09-27,1345430,1359975,1333793,1338157,34332,-0.002169169899169765,207940
2021-09-28,1327975,1327975,1263976,1266886,120271,-0.053260566585236264,207940
2021-09-29,1242159,1277068,1234886,1271250,68613,0.003444666686663204,207940
2021-09-30,1261068,1282885,1259613,1271250,39754,0.0,207940
2021-10-01,1268340,1284339,1265430,1272704,35837,0.001143756145526057,207940
2021-10-05,1234886,1249431,1173797,1181069,114699,-0.07200024514733984,207940
2021-10-06,1189796,1197069,1138888,1150524,93722,-0.025862163853254974,207940
2021-10-07,1160705,1198523,1160705,1185432,53592,0.030340957685367712,207940
2021-10-08,1204341,1207251,1181069,1207251,40629,0.018405948211285,207940
2021-10-12,1221796,1227614,1194160,1213069,55983,0.004819213237346666,207940
2021-10-13,1213069,1223250,1205795,1205795,30166,-0.005996361295194255,207940
2021-10-14,1223250,1249431,1214523,1249431,40918,0.03618857268441153,207940
2021-10-15,1256704,1266886,1243613,1263976,42361,0.011641299119359133,207940
2021-10-18,1274158,1275613,1247977,1247977,30391,-0.012657677044500847,207940
2021-10-19,1265430,1266886,1249431,1262522,20288,0.011654862229031464,207940
2021-10-20,1265430,1290157,1262522,1272704,28907,0.008064809959747236,207940
2021-10-21,1272704,1275613,1252341,1262522,26130,-0.008000289148144423,207940
2021-10-22,1262522,1284339,1261068,1279976,28962,0.01382470958921904,207940
2021-10-25,1275613,1278522,1252341,1275613,26661,-0.003408657662331169,207940
2021-10-26,1277068,1293067,1265430,1278522,34319,0.0022804722121834756,207940
2021-10-27,1301794,1320703,1298885,1306158,58988,0.02161558424493282,207940
2021-10-28,1320703,1320703,1288703,1288703,51214,-0.013363620633950867,207940
2021-10-29,1303248,1307612,1259613,1266886,37217,-0.016929424390259042,207940
2021-11-01,1275613,1284339,1265430,1271250,26489,0.003444666686663204,207940
2021-11-02,1262522,1284339,1262522,1271250,24445,0.0,207940
2021-11-03,1274158,1279976,1253795,1271250,25472,0.0,207940
2021-11-04,1282885,1293067,1256704,1258159,30826,-0.010297738446411013,207940
2021-11-05,1258159,1269794,1236341,1256704,32895,-0.0011564516090573607,207940
2021-11-08,1236341,1242159,1175251,1197069,65131,-0.04745349740272968,207940
2021-11-09,1194160,1215977,1192706,1201432,26300,0.003644735600036422,207940
2021-11-10,1194160,1215977,1183978,1192706,38335,-0.007262999487278514,207940
2021-11-11,1182524,1192706,1179614,1191250,26433,-0.0012207534799020044,207940
2021-11-12,1192706,1227614,1192706,1211613,31176,0.017093809024134314,207940
2021-11-15,1229068,1269794,1221796,1256704,51443,0.037215678603646545,207940
2021-11-16,1259613,1272704,1237795,1268340,30708,0.009259141372988389,207940
2021-11-17,1262522,1266886,1229068,1236341,33549,-0.025229039531986693,207940
2021-11-18,1229068,1237795,1213069,1223250,26442,-0.01058850268655654,207940
2021-11-19,1242159,1297431,1236341,1297431,74993,0.060642550582464747,207940
2021-11-22,1285795,1303248,1269794,1274158,46616,-0.017937755456744905,207940
2021-11-23,1263976,1275613,1239250,1243613,40233,-0.023972694124276585,207940
2021-11-24,1237795,1258159,1231978,1234886,28068,-0.007017456395196898,207940
2021-11-25,1229068,1243613,1229068,1231978,16667,-0.002354873243360116,207940
2021-11-26,1227614,1285795,1224704,1265430,47916,0.02715308227906667,207940
2021-11-29,1291613,1338157,1274158,1285795,76302,0.016093343764570146,207940
2021-11-30,1290157,1316340,1285795,1293067,80173,0.005655644951178065,207940
2021-12-01,1294521,1330885,1288703,1295976,64062,0.0022496900779309967,207940
2021-12-02,1288703,1303248,1258159,1297431,40114,0.0011227059760365932,207940
2021-12-03,1274158,1314885,1268340,1309066,39353,0.008967721597526188,207940
2021-12-06,1310522,1322157,1287249,1310522,31543,0.001112243385742201,207940
2021-12-07,1288703,1297431,1234886,1275613,62923,-0.02663747728004566,207940
2021-12-08,1284339,1338157,1282885,1329429,93557,0.042188343956983815,207940
2021-12-09,1329429,1336703,1309066,1332339,64871,0.002188909674755102,207940
2021-12-10,1319248,1332339,1310522,1310522,26541,-0.016374961627633806,207940
2021-12-13,1319248,1323611,1266886,1268340,52513,-0.032187174271015674,207940
2021-12-14,1288703,1301794,1268340,1294521,50302,0.020641941435261837,207940
2021-12-15,1307612,1326521,1301794,1314885,53351,0.01573091514158519,207940
2021-12-16,1333793,1394884,1333793,1393430,191648,0.05973526201911194,207940
